,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
14,5805,Avalanche,AVAX,avalanche,402,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326194589.73311615,422257309.73311615,False,,15,,,,2023-04-15T09:50:00.000Z,19.286341923635067,222354759.23119172,-11.1061,0.73958403,0.96327238,9.00277966,22.01962672,9.92166871,18.99937587,6291100391.2327385,0.4929,13886166185.02,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
0,1,Bitcoin,BTC,bitcoin,10162,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19346768.0,19346768.0,False,,1,,,,2023-04-15T09:51:00.000Z,30469.12494935231,17729719850.91213,-15.4142,0.26736823,-1.0483305,8.54775376,23.12898811,39.96608938,47.57241957,589479091558.1309,46.1774,639851623936.4,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
1,1027,Ethereum,ETH,ethereum,6729,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120109686.10816336,120109686.10816336,False,,2,,,,2023-04-15T09:51:00.000Z,2108.5364961638634,12022903583.997,-19.4344,0.63078858,-0.19202996,12.53775227,27.15092961,40.07297817,38.24829642,253255656701.8482,19.8409,253255656701.85,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
2,825,Tether,USDT,tether,51276,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80765305448.28091,83091735571.84532,False,,3,,,,2023-04-15T09:51:00.000Z,1.000600873935049,33851862171.102352,-11.1074,0.01421769,-0.02137265,0.01718789,-0.23726251,-0.0456697,0.04534586,80813835215.18105,6.3312,83141663229.97,,2023-04-15T09:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-04-15 09:52:57.692977
3,1839,BNB,BNB,bnb,1262,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865959.49186018,155865959.49186018,False,,4,,,,2023-04-15T09:51:00.000Z,333.18707978707215,763374020.7905563,-11.7333,0.63030356,0.0178429,6.67268666,4.51176926,13.82519039,12.99009683,51932523881.30297,4.0682,51932523881.3,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
4,3408,USD Coin,USDC,usd-coin,11800,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31831761945.83679,31831761945.83679,False,,5,,,,2023-04-15T09:51:00.000Z,0.9998389444223998,5308005693.190786,-3.1887,0.01586426,-0.00811247,-0.00995642,-0.00294965,-0.02160198,-0.01761797,31826635263.03057,2.4932,31826635263.03,,2023-04-15T09:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-04-15 09:52:57.692977
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-15T09:51:00.000Z,0.522720919759352,1052825143.797753,-25.2509,0.3105807,-1.63318009,2.3648214,43.67109452,41.59878043,36.55995153,27051231199.07998,2.1191,52272091975.94,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777541113.971,35677745726.912,False,,7,,,,2023-04-15T09:51:00.000Z,0.44881006203310175,577791498.0055547,-17.1624,0.33377129,2.65220009,15.14547233,37.13266199,24.49851989,30.84888746,15608510384.720072,1.2228,20196452791.49,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
7,74,Dogecoin,DOGE,dogecoin,684,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138946096383.7052,138946096383.7052,False,,8,,,,2023-04-15T09:51:00.000Z,0.08964003955174729,741631608.2445269,-31.8714,0.78432677,-0.28892882,7.79782291,26.71290984,9.82456152,7.12286533,12455133575.396225,0.9757,12455133575.4,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
8,3890,Polygon,MATIC,polygon,654,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-15T09:51:00.000Z,1.161151586152791,403156910.73615026,-19.1378,0.82373927,-1.47753676,3.94609506,2.01406316,-1.38976571,20.73340227,10705201133.28679,0.8386,11611515861.53,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
9,5426,Solana,SOL,solana,455,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,391874958.00938195,539312704.8875339,False,,10,,,,2023-04-15T09:51:00.000Z,24.433594771489975,592556949.9044077,-35.2658,0.61331865,-2.48807295,18.5038274,24.42804436,15.87675677,8.88607044,9574913925.095888,0.7501,13177348086.34,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176237934.3380146,1302716811.6431944,False,,11,,,,2023-04-15T09:51:00.000Z,6.779116193750899,241280273.07436115,-11.6597,0.96675721,0.40369197,9.40946015,12.29091348,11.05672175,14.83079622,7973853628.374942,0.6246,8831268633.68,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
11,2,Litecoin,LTC,litecoin,903,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72708701.8210035,84000000.0,False,,12,,,,2023-04-15T09:51:00.000Z,96.44978031217084,595374488.3092059,-20.4552,0.42622898,-0.97579016,6.11497052,21.75879875,5.45610852,11.73078367,7012738317.418923,0.5494,8101781546.22,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
12,4687,Binance USD,BUSD,binance-usd,6608,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,13,,,,2023-04-15T09:51:00.000Z,1.0007320682456309,3589594237.379256,-6.1906,0.05495894,0.02738861,0.07813211,0.06456375,0.11895465,0.07621175,6686011036.991499,0.5238,6686011036.99,,2023-04-15T09:51:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,,2023-04-15 09:52:57.692977
13,5994,Shiba Inu,SHIB,shiba-inu,504,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589536819759861.4,589605111470794.8,False,,14,,,,2023-04-15T09:51:00.000Z,1.1227545424534e-05,230078395.86281744,-10.6303,0.28372221,-0.31520804,2.23471434,7.25863796,-9.4639585,12.96371525,6619051423.289157,0.5186,6619818171.58,,2023-04-15T09:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2023-04-15 09:52:57.692977
14,5805,Avalanche,AVAX,avalanche,402,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326194589.73311615,422257309.73311615,False,,15,,,,2023-04-15T09:51:00.000Z,19.287047486428044,222383159.4456347,-11.0948,0.73607593,0.96793214,9.00125223,22.04126046,9.91920575,19.00063271,6291330541.998525,0.4929,13886674190.23,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
0,1,Bitcoin,BTC,bitcoin,10162,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19346768.0,19346768.0,False,,1,,,,2023-04-15T09:52:00.000Z,30483.883504579564,17725634570.678665,-15.4209,0.30706316,-0.99153935,8.62328024,23.18572127,39.98284854,47.64305288,589764621902.1278,46.1998,640161553596.17,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
1,1027,Ethereum,ETH,ethereum,6729,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120109686.10816336,120109686.10816336,False,,2,,,,2023-04-15T09:52:00.000Z,2111.0664643188425,12029876007.758095,-19.3717,0.7407992,-0.09854056,12.69371879,27.2955603,40.16783069,38.40844718,253559530382.8064,19.8647,253559530382.81,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
2,825,Tether,USDT,tether,51276,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80765305448.28091,83091735571.84532,False,,3,,,,2023-04-15T09:52:00.000Z,1.000634952875963,33849186858.120922,-11.0678,-0.00393698,0.00950013,0.03820061,-0.23597505,-0.04579139,0.04864065,80816587611.25334,6.3314,83144494908.32,,2023-04-15T09:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-04-15 09:53:58.836151
3,1839,BNB,BNB,bnb,1262,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865959.49186018,155865959.49186018,False,,4,,,,2023-04-15T09:52:00.000Z,333.47011183930533,764877282.2407898,-11.2735,0.74802384,0.12542894,6.76470732,4.60662994,13.81219021,13.09733389,51976638943.691246,4.0717,51976638943.69,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
4,3408,USD Coin,USDC,usd-coin,11800,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31831761945.83679,31831761945.83679,False,,5,,,,2023-04-15T09:52:00.000Z,0.9998899434962901,5305271480.847964,-3.2566,0.00172098,0.02472439,0.01409783,0.00488023,-0.01440652,-0.00794112,31828258653.410103,2.4933,31828258653.41,,2023-04-15T09:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-04-15 09:53:58.836151
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-15T09:52:00.000Z,0.5227602984540686,1052786377.042536,-25.2334,0.29102948,-1.63608875,2.3397357,43.64050462,41.64563616,36.53625514,27053269078.443188,2.1193,52276029845.41,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777541113.971,35677745726.912,False,,7,,,,2023-04-15T09:52:00.000Z,0.4488609361292534,578148246.5372539,-17.076,0.35519328,2.66050577,15.14549196,37.24634387,24.45997597,30.7907939,15610279660.69062,1.223,20198742125.82,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
7,74,Dogecoin,DOGE,dogecoin,684,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138946096383.7052,138946096383.7052,False,,8,,,,2023-04-15T09:52:00.000Z,0.08966542396535869,741951848.4987288,-31.7948,0.91750137,-0.27630862,7.82002956,26.73785972,9.80184991,7.13877249,12458660640.576519,0.976,12458660640.58,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
8,3890,Polygon,MATIC,polygon,654,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-15T09:52:00.000Z,1.16181275324242,403259042.141476,-19.0342,0.89229866,-1.41636565,4.00032734,2.04053346,-1.42952699,20.82056138,10711296742.819256,0.8391,11618127532.42,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
9,5426,Solana,SOL,solana,455,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,391874958.00938195,539312704.8875339,False,,10,,,,2023-04-15T09:52:00.000Z,24.433258126458867,592672395.2085801,-35.2401,0.62956523,-2.52404012,18.51027599,24.57787915,15.4101101,8.90911817,9574782002.338459,0.7501,13177166529.4,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176237934.3380146,1302716811.6431944,False,,11,,,,2023-04-15T09:52:00.000Z,6.782444082031445,241577597.8945541,-11.5331,1.03653226,0.44583167,9.45824973,12.37325268,11.03135126,14.927417,7977768016.811758,0.625,8835603929.69,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
11,2,Litecoin,LTC,litecoin,903,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72708701.8210035,84000000.0,False,,12,,,,2023-04-15T09:52:00.000Z,96.50131579012138,595101521.0673175,-20.5465,0.43282342,-0.90508862,6.17083125,21.94996325,5.46026509,11.73652082,7016485395.118432,0.5496,8106110526.37,,2023-04-15T09:52:00.000Z,,,,,,,2023-04-15 09:53:58.836151
12,4687,Binance USD,BUSD,binance-usd,6608,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,13,,,,2023-04-15T09:52:00.000Z,1.0007231864497244,3591734925.457738,-6.0308,0.0486059,0.03037191,0.08797058,0.0605423,0.11830011,0.08972271,6685951696.647221,0.5238,6685951696.65,,2023-04-15T09:52:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,,2023-04-15 09:53:58.836151
13,5994,Shiba Inu,SHIB,shiba-inu,504,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589536819759861.4,589605111470794.8,False,,14,,,,2023-04-15T09:52:00.000Z,1.1224973999890864e-05,230053220.9059012,-10.6089,0.28216895,-0.3393357,2.21402538,7.27407483,-9.5764189,12.77260299,6617535473.78279,0.5185,6618302046.46,,2023-04-15T09:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2023-04-15 09:53:58.836151
