,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
14,5805,Avalanche,AVAX,avalanche,402,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326194774.1917878,422257494.1917878,False,,15,,,,2023-04-15T10:12:00.000Z,19.283874790444674,221760452.9236918,-8.3982,0.31383826,0.83161433,9.11849796,22.07497393,9.21906234,18.85829404,6290299182.81181,0.4924,13884389849.12,,2023-04-15T10:12:00.000Z,,,,,,2023-04-15 10:13:55.396035,
0,1,Bitcoin,BTC,bitcoin,10162,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19346918.0,19346918.0,False,,1,,,,2023-04-15T10:12:00.000Z,30468.957034460313,17660781710.48034,-15.7086,0.11020059,-1.19670281,8.65861692,22.86951582,39.48105388,47.05139476,589480413291.2268,46.1467,639848097723.67,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
1,1027,Ethereum,ETH,ethereum,6729,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120109686.10816336,120109686.10816336,False,,2,,,,2023-04-15T10:12:00.000Z,2106.613209950453,12038356750.152428,-18.6444,0.15780944,-0.34852403,12.64349209,26.87451638,39.13448202,37.74618416,253024651398.45935,19.8075,253024651398.46,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
2,825,Tether,USDT,tether,51276,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80765305448.28091,83091735571.84532,False,,3,,,,2023-04-15T10:12:00.000Z,1.0007108854828215,33723348542.17937,-11.177,-0.00234757,-0.01051245,0.02817155,-0.22781576,-0.03452497,0.05276753,80822720331.43974,6.327,83150804280.41,,2023-04-15T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-04-15 10:14:07.009513
3,1839,BNB,BNB,bnb,1262,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865943.42237124,155865943.42237124,False,,4,,,,2023-04-15T10:12:00.000Z,334.38162037117775,771186942.1551173,-10.4655,0.77217411,0.40897385,7.12839051,5.33366645,13.6166179,13.02331315,52118706722.25481,4.0803,52118706722.25,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
4,3408,USD Coin,USDC,usd-coin,11800,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31831761945.83679,31831761945.83679,False,,5,,,,2023-04-15T10:12:00.000Z,0.9998598794322159,5290013750.584545,-3.2336,-0.00444755,0.0058187,-0.00506817,-0.01356702,-0.02381322,-0.01074122,31827301661.27937,2.4917,31827301661.28,,2023-04-15T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-04-15 10:14:07.009513
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-15T10:12:00.000Z,0.5230490989041728,1047187072.0463417,-25.3236,0.24060448,-1.57792004,2.27230632,43.74329833,41.4184903,36.27209218,27068214735.773617,2.1191,52304909890.42,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777539867.838,35677745726.912,False,,7,,,,2023-04-15T10:12:00.000Z,0.45238648747719057,590425691.0051861,-15.1413,0.66019772,3.27499952,16.01883514,38.26262043,25.08483729,31.69437443,15732889103.90919,1.2316,20357391936.47,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
7,74,Dogecoin,DOGE,dogecoin,684,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138947206383.70523,138947206383.70523,False,,8,,,,2023-04-15T10:12:00.000Z,0.08971441140544842,744308473.716155,-28.0697,0.67569848,-0.35473531,7.95228442,26.71278172,9.49733075,6.92571455,12465566837.14548,0.9759,12465566837.15,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
8,3890,Polygon,MATIC,polygon,654,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-15T10:12:00.000Z,1.1612190155565734,401633867.8973417,-19.2493,0.55929139,-1.67764053,4.06399395,1.69682838,-1.98558551,20.45392954,10705822796.589323,0.8381,11612190155.57,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
9,5426,Solana,SOL,solana,455,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,391874884.7299089,539312704.8875339,False,,10,,,,2023-04-15T10:12:00.000Z,24.498582947571773,591530757.6167614,-35.0796,0.84344088,-2.32095025,19.01689143,24.91583423,14.40131292,8.44111621,9600379368.6258,0.7515,13212397035.37,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176272716.5684533,1302751593.8736331,False,,11,,,,2023-04-15T10:12:00.000Z,6.775425489512148,242674463.7424581,-10.7998,0.64471482,0.10848178,9.44887578,11.92159887,10.56652356,14.85425346,7969748146.455597,0.6239,8826696355.63,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
11,2,Litecoin,LTC,litecoin,903,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72709351.8210035,84000000.0,False,,12,,,,2023-04-15T10:12:00.000Z,96.62702341652553,594904010.5608014,-20.3954,0.44910502,-0.7458919,6.43776741,22.04316666,5.25055712,11.64529529,7025688241.008498,0.55,8116669966.99,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
12,4687,Binance USD,BUSD,binance-usd,6608,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,13,,,,2023-04-15T10:12:00.000Z,1.0007669456219421,3577361310.9460135,-6.5137,-0.0006373,0.02293586,0.09563968,0.07798674,0.13444985,0.04508308,6686244056.92796,0.5235,6686244056.93,,2023-04-15T10:12:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,,2023-04-15 10:14:07.009513
13,5994,Shiba Inu,SHIB,shiba-inu,504,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589536806599287.5,589605111470794.8,False,,14,,,,2023-04-15T10:12:00.000Z,1.1231931620750455e-05,228154307.9030914,-10.4802,0.17799058,-0.58961405,2.30536931,6.97566258,-9.83764554,12.62249901,6621637099.6387825,0.5184,6622404295.28,,2023-04-15T10:12:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2023-04-15 10:14:07.009513
14,5805,Avalanche,AVAX,avalanche,402,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326194774.1917878,422257494.1917878,False,,15,,,,2023-04-15T10:12:00.000Z,19.283874790444674,221760452.9236918,-8.3982,0.31383826,0.83161433,9.11849796,22.07497393,9.21906234,18.85829404,6290299182.81181,0.4924,13884389849.12,,2023-04-15T10:12:00.000Z,,,,,,,2023-04-15 10:14:07.009513
0,1,Bitcoin,BTC,bitcoin,10162,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19346918.0,19346918.0,False,,1,,,,2023-04-15T10:13:00.000Z,30462.05359369827,17660781710.48034,-15.7457,0.08637806,-1.22277557,8.63429827,22.8268703,39.46990624,47.02110461,589346852988.8857,46.1363,639703125467.66,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
1,1027,Ethereum,ETH,ethereum,6729,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120109686.10816336,120109686.10816336,False,,2,,,,2023-04-15T10:13:00.000Z,2105.8000152785394,12038356750.152428,-18.5837,0.14155474,-0.40031733,12.59672189,26.83683677,39.10505973,37.68370582,252926978841.67096,19.7999,252926978841.67,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
2,825,Tether,USDT,tether,51276,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80765305448.28091,83091735571.84532,False,,3,,,,2023-04-15T10:13:00.000Z,1.0007055128480962,33723348542.17937,-11.1385,-0.00444091,-0.00586528,0.03479388,-0.22794918,-0.03426789,0.05153596,80822286408.9551,6.327,83150357858.86,,2023-04-15T10:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-04-15 10:15:08.213404
3,1839,BNB,BNB,bnb,1262,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865943.42237124,155865943.42237124,False,,4,,,,2023-04-15T10:13:00.000Z,334.4192825531741,771186942.1551173,-10.5283,0.73411701,0.41631806,7.1337204,5.41225095,13.69214292,12.96276127,52124576973.78302,4.0807,52124576973.78,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
4,3408,USD Coin,USDC,usd-coin,11800,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31831761945.83679,31831761945.83679,False,,5,,,,2023-04-15T10:13:00.000Z,0.9999270782747348,5290013750.584545,-3.2413,0.00441499,0.01532463,0.01044698,0.00041584,-0.00453887,-0.00275611,31829440718.837467,2.4919,31829440718.84,,2023-04-15T10:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-04-15 10:15:08.213404
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-15T10:13:00.000Z,0.5230495392517179,1047187072.0463417,-25.2653,0.20460969,-1.58443796,2.25973337,43.81724024,41.38917092,36.22628387,27068237524.11592,2.1191,52304953925.17,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777539867.838,35677745726.912,False,,7,,,,2023-04-15T10:13:00.000Z,0.45273688622645525,590425691.0051861,-15.114,0.70655293,3.3156077,16.12513883,38.53148799,25.1579752,31.74421848,15745075110.381384,1.2326,20373159880.19,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
7,74,Dogecoin,DOGE,dogecoin,684,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138947206383.70523,138947206383.70523,False,,8,,,,2023-04-15T10:13:00.000Z,0.089762640769786,744308473.716155,-27.6378,0.64721798,-0.30355273,8.02090813,26.96299701,9.58458829,6.97172957,12472268172.58585,0.9764,12472268172.59,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
8,3890,Polygon,MATIC,polygon,654,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-15T10:13:00.000Z,1.1612090315859076,401633867.8973417,-19.1795,0.50154246,-1.72461009,4.0529229,1.79066792,-1.98087087,20.40156348,10705730749.680582,0.8381,11612090315.86,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
9,5426,Solana,SOL,solana,455,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,391874884.7299089,539312704.8875339,False,,10,,,,2023-04-15T10:13:00.000Z,24.492382632719586,591530757.6167614,-35.0178,0.54195583,-2.31951395,18.98584648,25.00346157,14.2984366,8.39703763,9597949620.95781,0.7514,13209053126.79,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176272716.5684533,1302751593.8736331,False,,11,,,,2023-04-15T10:13:00.000Z,6.776923302453397,242674463.7424581,-10.7034,0.60691141,0.09338628,9.47675847,12.02516344,10.62373595,14.80617287,7971509982.95291,0.6241,8828647633.83,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
11,2,Litecoin,LTC,litecoin,903,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72709351.8210035,84000000.0,False,,12,,,,2023-04-15T10:13:00.000Z,96.63231069059387,594904010.5608014,-20.3728,0.40395641,-0.71233934,6.46391545,22.13447266,5.29078266,11.60163024,7026072675.278907,0.5501,8117114098.01,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
12,4687,Binance USD,BUSD,binance-usd,6608,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,13,,,,2023-04-15T10:13:00.000Z,1.0007425942176913,3577361310.9460135,-6.3264,-0.00422459,0.01402055,0.10036331,0.08123894,0.09919529,0.06632242,6686081362.273963,0.5234,6686081362.27,,2023-04-15T10:13:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,,2023-04-15 10:15:08.213404
13,5994,Shiba Inu,SHIB,shiba-inu,504,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589536806599287.5,589605111470794.8,False,,14,,,,2023-04-15T10:13:00.000Z,1.1233697977261765e-05,228154307.9030914,-10.293,0.14074923,-0.59811861,2.34023863,7.07254345,-9.81278797,12.60645538,6622678431.815776,0.5185,6623445748.11,,2023-04-15T10:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2023-04-15 10:15:08.213404
14,5805,Avalanche,AVAX,avalanche,402,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326194774.1917878,422257494.1917878,False,,15,,,,2023-04-15T10:13:00.000Z,19.28420333980342,221760452.9236918,-8.2545,0.30430828,0.78263428,9.14538986,22.15599641,9.20884884,18.84941435,6290406353.895696,0.4924,13884626404.66,,2023-04-15T10:13:00.000Z,,,,,,,2023-04-15 10:15:08.213404
